Age:int,Attrition:string,BusinessTravel:string,DailyRate:int,Department:string,DistanceFromHome:int,Education:string,EducationField:string,EmployeeCount:int,EmployeeNumber:int,EnvironmentSatisfaction:string,Gender:string,HourlyRate:int,JobInvolvement:string,JobLevel:int,JobRole:string,JobSatisfaction:int,MaritalStatus:string,MonthlyIncome:int,MonthlyRate:int,NumCompaniesWorked:int,Over18:string,OverTime:string,PercentSalaryHike:int,PerformanceRating:string,RelationshipSatisfaction:string,StandardHours:int,StockOptionLevel:int,TotalWorkingYears:int,TrainingTimesLastYear:int,WorkLifeBalance:string,YearsAtCompany:int,YearsInCurrentRole:int,YearsSinceLastPromotion:int,YearsWithCurrManager:int
39,No,Travel_Rarely,1253,Research & Development,10,Below College,Medical,1,1800,High,Male,65,High,3,Research Director,3,Single,13464,7914,7,Y,No,21,Outstanding,High,80,0,9,3,Better,4,3,2,2
46,No,Non-Travel,849,Sales,26,College,Life Sciences,1,1801,Medium,Male,98,Medium,2,Sales Executive,2,Single,7991,25166,8,Y,No,15,Excellent,High,80,0,6,3,Better,2,2,2,2
40,No,Travel_Rarely,616,Research & Development,2,College,Life Sciences,1,1802,High,Female,99,High,1,Laboratory Technician,1,Married,3377,25605,4,Y,No,17,Excellent,Very High,80,1,7,5,Good,4,3,0,2
42,No,Travel_Rarely,1128,Research & Development,13,Bachelor,Medical,1,1803,Medium,Male,95,Very High,2,Healthcare Representative,1,Married,5538,5696,5,Y,No,18,Excellent,High,80,2,10,2,Good,0,0,0,0
35,No,Non-Travel,1180,Research & Development,2,College,Medical,1,1804,Medium,Male,90,High,2,Manufacturing Director,4,Divorced,5762,24442,2,Y,No,14,Excellent,High,80,1,15,6,Better,7,7,1,7
38,No,Non-Travel,1336,Human Resources,2,Bachelor,Human Resources,1,1805,Low,Male,100,High,1,Human Resources,2,Divorced,2592,7129,5,Y,No,13,Excellent,Very High,80,3,13,3,Better,11,10,3,8
34,Yes,Travel_Frequently,234,Research & Development,9,Master,Life Sciences,1,1807,Very High,Male,93,High,2,Laboratory Technician,1,Married,5346,6208,4,Y,No,17,Excellent,High,80,1,11,3,Good,7,1,0,7
37,Yes,Travel_Rarely,370,Research & Development,10,Master,Medical,1,1809,Very High,Male,58,High,2,Manufacturing Director,1,Single,4213,4992,1,Y,No,15,Excellent,Medium,80,0,10,4,Bad,10,3,0,8
39,No,Travel_Frequently,766,Sales,20,Bachelor,Life Sciences,1,1812,High,Male,83,High,2,Sales Executive,4,Divorced,4127,19188,2,Y,No,18,Excellent,Very High,80,1,7,6,Better,2,1,2,2
43,No,Non-Travel,343,Research & Development,9,Bachelor,Life Sciences,1,1813,Low,Male,52,High,1,Research Scientist,3,Single,2438,24978,4,Y,No,13,Excellent,High,80,0,7,2,Good,3,2,1,2
41,No,Travel_Rarely,447,Research & Development,5,Bachelor,Life Sciences,1,1814,Medium,Male,85,Very High,2,Healthcare Representative,2,Single,6870,15530,3,Y,No,12,Excellent,Low,80,0,11,3,Bad,3,2,1,2
41,No,Travel_Rarely,796,Sales,4,Below College,Marketing,1,1815,High,Female,81,High,3,Sales Executive,3,Divorced,10447,26458,0,Y,Yes,13,Excellent,Very High,80,1,23,3,Best,22,14,13,5
30,No,Travel_Rarely,1092,Research & Development,10,Bachelor,Medical,1,1816,Low,Female,64,High,3,Manufacturing Director,3,Single,9667,2739,9,Y,No,14,Excellent,Medium,80,0,9,3,Better,7,7,0,2
26,Yes,Travel_Rarely,920,Human Resources,20,College,Medical,1,1818,Very High,Female,69,High,1,Human Resources,2,Married,2148,6889,0,Y,Yes,11,Excellent,High,80,0,6,3,Better,5,1,1,4
46,Yes,Travel_Rarely,261,Research & Development,21,College,Medical,1,1821,Very High,Female,66,High,2,Healthcare Representative,2,Married,8926,10842,4,Y,No,22,Outstanding,Very High,80,1,13,2,Best,9,7,3,7
40,No,Travel_Rarely,1194,Research & Development,1,Bachelor,Life Sciences,1,1822,High,Female,52,High,2,Healthcare Representative,4,Divorced,6513,9060,4,Y,No,17,Excellent,Very High,80,1,12,3,Better,5,3,0,3
34,No,Travel_Rarely,810,Sales,8,College,Technical Degree,1,1823,Medium,Male,92,Very High,2,Sales Executive,3,Married,6799,22128,1,Y,No,21,Outstanding,High,80,2,10,5,Better,10,8,4,8
58,No,Non-Travel,350,Sales,2,Bachelor,Medical,1,1824,Medium,Male,52,High,4,Manager,2,Divorced,16291,22577,4,Y,No,22,Outstanding,Very High,80,1,37,0,Good,16,9,14,14
35,No,Travel_Rarely,185,Research & Development,23,Master,Medical,1,1826,Medium,Male,91,Low,1,Laboratory Technician,3,Married,2705,9696,0,Y,No,16,Excellent,Medium,80,1,6,2,Best,5,4,0,3
47,No,Travel_Rarely,1001,Research & Development,4,Bachelor,Life Sciences,1,1827,High,Female,92,Medium,3,Manufacturing Director,2,Divorced,10333,19271,8,Y,Yes,12,Excellent,High,80,1,28,4,Better,22,11,14,10
40,No,Travel_Rarely,750,Research & Development,12,Bachelor,Life Sciences,1,1829,Medium,Female,47,High,2,Healthcare Representative,1,Divorced,4448,10748,2,Y,No,12,Excellent,Medium,80,1,15,3,Better,7,4,7,7
54,No,Travel_Rarely,431,Research & Development,7,Master,Medical,1,1830,Very High,Female,68,High,2,Research Scientist,4,Married,6854,15696,4,Y,No,15,Excellent,Medium,80,1,14,2,Good,7,1,1,7
31,No,Travel_Frequently,1125,Sales,7,Master,Marketing,1,1833,Low,Female,68,High,3,Sales Executive,1,Married,9637,8277,2,Y,No,14,Excellent,Very High,80,2,9,3,Better,3,2,2,2
28,No,Travel_Rarely,1217,Research & Development,1,Bachelor,Medical,1,1834,High,Female,67,High,1,Research Scientist,1,Married,3591,12719,1,Y,No,25,Outstanding,High,80,1,3,3,Better,3,2,1,2
38,No,Travel_Rarely,723,Sales,2,Master,Marketing,1,1835,Medium,Female,77,Low,2,Sales Representative,4,Married,5405,4244,2,Y,Yes,20,Outstanding,Low,80,2,20,4,Good,4,2,0,3
26,No,Travel_Rarely,572,Sales,10,Bachelor,Medical,1,1836,High,Male,46,High,2,Sales Executive,4,Single,4684,9125,1,Y,No,13,Excellent,Low,80,0,5,4,Better,5,3,1,2
58,No,Travel_Frequently,1216,Research & Development,15,Master,Life Sciences,1,1837,Low,Male,87,High,4,Research Director,3,Married,15787,21624,2,Y,Yes,14,Excellent,Medium,80,0,23,3,Better,2,2,2,2
18,No,Non-Travel,1431,Research & Development,14,Bachelor,Medical,1,1839,Medium,Female,33,High,1,Research Scientist,3,Single,1514,8018,1,Y,No,16,Excellent,High,80,0,0,4,Bad,0,0,0,0
31,Yes,Travel_Rarely,359,Human Resources,18,Doctor,Human Resources,1,1842,Very High,Male,89,Very High,1,Human Resources,1,Married,2956,21495,0,Y,No,17,Excellent,High,80,0,2,4,Better,1,0,0,0
29,Yes,Travel_Rarely,350,Human Resources,13,Bachelor,Human Resources,1,1844,Low,Male,56,Medium,1,Human Resources,1,Divorced,2335,3157,4,Y,Yes,15,Excellent,Very High,80,3,4,3,Better,2,2,2,0
45,No,Non-Travel,589,Sales,2,Master,Life Sciences,1,1845,High,Female,67,High,2,Sales Executive,3,Married,5154,19665,4,Y,No,22,Outstanding,Medium,80,2,10,3,Best,8,7,5,7
36,No,Travel_Rarely,430,Research & Development,2,Master,Other,1,1847,Very High,Female,73,High,2,Research Scientist,2,Married,6962,19573,4,Y,Yes,22,Outstanding,Very High,80,1,15,2,Better,1,0,0,0
43,No,Travel_Frequently,1422,Sales,2,Master,Life Sciences,1,1849,Low,Male,92,High,2,Sales Executive,4,Married,5675,19246,1,Y,No,20,Outstanding,High,80,1,7,5,Better,7,7,7,7
27,No,Travel_Frequently,1297,Research & Development,5,College,Life Sciences,1,1850,Very High,Female,53,High,1,Laboratory Technician,4,Single,2379,19826,0,Y,Yes,14,Excellent,High,80,0,6,3,Good,5,4,0,2
29,No,Travel_Frequently,574,Research & Development,20,Below College,Medical,1,1852,Very High,Male,40,High,1,Laboratory Technician,4,Married,3812,7003,1,Y,No,13,Excellent,Medium,80,0,11,3,Best,11,8,3,10
32,No,Travel_Frequently,1318,Sales,10,Master,Marketing,1,1853,Very High,Male,79,High,2,Sales Executive,4,Single,4648,26075,8,Y,No,13,Excellent,High,80,0,4,2,Best,0,0,0,0
42,No,Non-Travel,355,Research & Development,10,Master,Technical Degree,1,1854,High,Male,38,High,1,Research Scientist,3,Married,2936,6161,3,Y,No,22,Outstanding,Medium,80,2,10,1,Good,6,3,3,3
47,No,Travel_Rarely,207,Research & Development,9,Master,Life Sciences,1,1856,Medium,Female,64,High,1,Laboratory Technician,3,Single,2105,5411,4,Y,No,12,Excellent,High,80,0,7,2,Better,2,2,2,0
46,No,Travel_Rarely,706,Research & Development,2,College,Life Sciences,1,1857,Very High,Male,82,High,3,Manufacturing Director,4,Divorced,8578,19989,3,Y,No,14,Excellent,High,80,1,12,4,Good,9,8,4,7
28,No,Non-Travel,280,Human Resources,1,College,Life Sciences,1,1858,High,Male,43,High,1,Human Resources,4,Divorced,2706,10494,1,Y,No,15,Excellent,Medium,80,1,3,2,Better,3,2,2,2
29,No,Travel_Rarely,726,Research & Development,29,Below College,Life Sciences,1,1859,Very High,Male,93,Low,2,Healthcare Representative,3,Divorced,6384,21143,8,Y,No,17,Excellent,Very High,80,2,11,3,Better,7,0,1,6
42,No,Travel_Rarely,1142,Research & Development,8,Bachelor,Life Sciences,1,1860,Very High,Male,81,High,1,Laboratory Technician,3,Single,3968,13624,4,Y,No,13,Excellent,Very High,80,0,8,3,Better,0,0,0,0
32,Yes,Travel_Rarely,414,Sales,2,Master,Marketing,1,1862,High,Male,82,Medium,2,Sales Executive,2,Single,9907,26186,7,Y,Yes,12,Excellent,High,80,0,7,3,Good,2,2,2,2
46,No,Travel_Rarely,1319,Sales,3,Bachelor,Technical Degree,1,1863,Low,Female,45,Very High,4,Sales Executive,1,Divorced,13225,7739,2,Y,No,12,Excellent,Very High,80,1,25,5,Better,19,17,2,8
27,No,Travel_Rarely,728,Sales,23,Below College,Medical,1,1864,Medium,Female,36,Medium,2,Sales Representative,3,Married,3540,7018,1,Y,No,21,Outstanding,Very High,80,1,9,5,Better,9,8,5,8
29,No,Travel_Rarely,352,Human Resources,6,Below College,Medical,1,1865,Very High,Male,87,Medium,1,Human Resources,2,Married,2804,15434,1,Y,No,11,Excellent,Very High,80,0,1,3,Better,1,0,0,0
43,No,Travel_Rarely,823,Research & Development,6,Bachelor,Medical,1,1866,Low,Female,81,Medium,5,Manager,3,Married,19392,22539,7,Y,No,13,Excellent,Very High,80,0,21,2,Better,16,12,6,14
48,No,Travel_Rarely,1224,Research & Development,10,Bachelor,Life Sciences,1,1867,Very High,Male,91,Medium,5,Research Director,2,Married,19665,13583,4,Y,No,12,Excellent,Very High,80,0,29,3,Better,22,10,12,9
29,Yes,Travel_Frequently,459,Research & Development,24,College,Life Sciences,1,1868,Very High,Male,73,Medium,1,Research Scientist,4,Single,2439,14753,1,Y,Yes,24,Outstanding,Medium,80,0,1,3,Good,1,0,1,0
46,Yes,Travel_Rarely,1254,Sales,10,Bachelor,Life Sciences,1,1869,High,Female,64,High,3,Sales Executive,2,Married,7314,14011,5,Y,No,21,Outstanding,High,80,3,14,2,Better,8,7,0,7
27,No,Travel_Frequently,1131,Research & Development,15,Bachelor,Life Sciences,1,1870,Very High,Female,77,Medium,1,Research Scientist,1,Married,4774,23844,0,Y,No,19,Excellent,Very High,80,1,8,2,Good,7,6,7,3
39,No,Travel_Rarely,835,Research & Development,19,Master,Other,1,1871,Very High,Male,41,High,2,Research Scientist,4,Divorced,3902,5141,8,Y,No,14,Excellent,Medium,80,3,7,2,Better,2,2,2,2
55,No,Travel_Rarely,836,Research & Development,2,Master,Technical Degree,1,1873,Medium,Male,98,Medium,1,Research Scientist,4,Married,2662,7975,8,Y,No,20,Outstanding,Medium,80,1,19,2,Best,5,2,0,4
28,No,Travel_Rarely,1172,Sales,3,Bachelor,Medical,1,1875,Medium,Female,78,High,1,Sales Representative,2,Married,2856,3692,1,Y,No,19,Excellent,Very High,80,1,1,3,Better,1,0,0,0
30,Yes,Travel_Rarely,945,Sales,9,Bachelor,Medical,1,1876,Medium,Male,89,High,1,Sales Representative,4,Single,1081,16019,1,Y,No,13,Excellent,High,80,0,1,3,Good,1,0,0,0
22,Yes,Travel_Rarely,391,Research & Development,7,Below College,Life Sciences,1,1878,Very High,Male,75,High,1,Research Scientist,2,Single,2472,26092,1,Y,Yes,23,Outstanding,Low,80,0,1,2,Better,1,0,0,0
36,No,Travel_Rarely,1266,Sales,10,Master,Technical Degree,1,1880,Medium,Female,63,Medium,2,Sales Executive,3,Married,5673,6060,1,Y,Yes,13,Excellent,Low,80,1,10,4,Better,10,9,1,7
31,No,Travel_Rarely,311,Research & Development,20,Bachelor,Life Sciences,1,1881,Medium,Male,89,High,2,Laboratory Technician,3,Divorced,4197,18624,1,Y,No,11,Excellent,Low,80,1,10,2,Better,10,8,0,2
34,No,Travel_Rarely,1480,Sales,4,Bachelor,Life Sciences,1,1882,High,Male,64,High,3,Sales Executive,4,Married,9713,24444,2,Y,Yes,13,Excellent,Very High,80,3,9,3,Better,5,3,1,0
29,No,Travel_Rarely,592,Research & Development,7,Bachelor,Life Sciences,1,1883,Very High,Male,59,High,1,Laboratory Technician,1,Single,2062,19384,3,Y,No,14,Excellent,Medium,80,0,11,2,Better,3,2,1,2
37,No,Travel_Rarely,783,Research & Development,7,Master,Medical,1,1885,Very High,Male,78,High,2,Research Scientist,1,Married,4284,13588,5,Y,Yes,22,Outstanding,High,80,1,16,2,Better,5,3,0,4
35,No,Travel_Rarely,219,Research & Development,16,College,Other,1,1886,Very High,Female,44,Medium,2,Manufacturing Director,2,Married,4788,25388,0,Y,Yes,11,Excellent,Very High,80,0,4,2,Better,3,2,0,2
45,No,Travel_Rarely,556,Research & Development,25,College,Life Sciences,1,1888,Medium,Female,93,Medium,2,Manufacturing Director,4,Married,5906,23888,0,Y,No,13,Excellent,Very High,80,2,10,2,Good,9,8,3,8
36,No,Travel_Frequently,1213,Human Resources,2,Below College,Human Resources,1,1890,Medium,Male,94,Medium,2,Human Resources,4,Single,3886,4223,1,Y,No,21,Outstanding,Very High,80,0,10,2,Good,10,1,0,8
40,No,Travel_Rarely,1137,Research & Development,1,Master,Life Sciences,1,1892,Low,Male,98,High,4,Manager,1,Divorced,16823,18991,2,Y,No,11,Excellent,Low,80,1,22,3,Better,19,7,11,16
26,No,Travel_Rarely,482,Research & Development,1,College,Life Sciences,1,1893,Medium,Female,90,Medium,1,Research Scientist,3,Married,2933,14908,1,Y,Yes,13,Excellent,High,80,1,1,3,Good,1,0,1,0
27,No,Travel_Rarely,511,Sales,2,College,Medical,1,1898,Low,Female,89,Very High,2,Sales Executive,3,Single,6500,26997,0,Y,No,14,Excellent,Medium,80,0,9,5,Good,8,7,0,7
48,No,Travel_Frequently,117,Research & Development,22,Bachelor,Medical,1,1900,Very High,Female,58,High,4,Manager,4,Divorced,17174,2437,3,Y,No,11,Excellent,Medium,80,1,24,3,Better,22,17,4,7
44,No,Travel_Rarely,170,Research & Development,1,Master,Life Sciences,1,1903,Medium,Male,78,Very High,2,Healthcare Representative,1,Married,5033,9364,2,Y,No,15,Excellent,Very High,80,1,10,5,Better,2,0,2,2
34,Yes,Non-Travel,967,Research & Development,16,Master,Technical Degree,1,1905,Very High,Male,85,Low,1,Research Scientist,1,Married,2307,14460,1,Y,Yes,23,Outstanding,Medium,80,1,5,2,Better,5,2,3,0
56,Yes,Travel_Rarely,1162,Research & Development,24,College,Life Sciences,1,1907,Low,Male,97,High,1,Laboratory Technician,4,Single,2587,10261,1,Y,No,16,Excellent,Very High,80,0,5,3,Better,4,2,1,0
36,No,Travel_Rarely,335,Sales,17,College,Marketing,1,1908,High,Male,33,Medium,2,Sales Executive,2,Married,5507,16822,2,Y,No,16,Excellent,High,80,2,12,1,Bad,4,2,1,3
41,No,Travel_Rarely,337,Sales,8,Bachelor,Marketing,1,1909,High,Female,54,High,2,Sales Executive,2,Married,4393,26841,5,Y,No,21,Outstanding,High,80,1,14,3,Better,5,4,1,4
42,No,Travel_Rarely,1396,Research & Development,6,Bachelor,Medical,1,1911,High,Male,83,High,3,Research Director,1,Married,13348,14842,9,Y,No,13,Excellent,Medium,80,1,18,3,Best,13,7,5,7
31,No,Travel_Rarely,1079,Sales,10,College,Medical,1,1912,High,Female,86,High,2,Sales Executive,4,Divorced,6583,20115,2,Y,Yes,11,Excellent,Very High,80,1,8,2,Better,5,2,1,4
34,No,Travel_Rarely,735,Sales,3,Below College,Medical,1,1915,Very High,Female,75,Medium,2,Sales Executive,4,Married,8103,16495,3,Y,Yes,12,Excellent,High,80,0,9,3,Good,4,2,0,1
31,No,Travel_Rarely,471,Research & Development,4,Bachelor,Medical,1,1916,Low,Female,62,Very High,1,Laboratory Technician,3,Divorced,3978,16031,8,Y,No,12,Excellent,Medium,80,1,4,0,Good,2,2,2,2
26,No,Travel_Frequently,1096,Research & Development,6,Bachelor,Other,1,1918,High,Male,61,Very High,1,Laboratory Technician,4,Married,2544,7102,0,Y,No,18,Excellent,Low,80,1,8,3,Better,7,7,7,7
45,No,Travel_Frequently,1297,Research & Development,1,Master,Medical,1,1922,Medium,Male,44,High,2,Healthcare Representative,3,Single,5399,14511,4,Y,No,12,Excellent,High,80,0,12,3,Better,4,2,0,3
33,No,Travel_Rarely,217,Sales,10,Master,Marketing,1,1924,Medium,Male,43,High,2,Sales Executive,3,Single,5487,10410,1,Y,No,14,Excellent,Medium,80,0,10,2,Good,10,4,0,9
28,No,Travel_Frequently,783,Sales,1,College,Life Sciences,1,1927,High,Male,42,Medium,2,Sales Executive,4,Married,6834,19255,1,Y,Yes,12,Excellent,High,80,1,7,2,Better,7,7,0,7
29,Yes,Travel_Frequently,746,Sales,24,Bachelor,Technical Degree,1,1928,High,Male,45,Very High,1,Sales Representative,1,Single,1091,10642,1,Y,No,17,Excellent,Very High,80,0,1,3,Better,1,0,0,0
39,No,Non-Travel,1251,Sales,21,Master,Life Sciences,1,1929,Low,Female,32,Low,2,Sales Executive,3,Married,5736,3987,6,Y,No,19,Excellent,High,80,1,10,1,Better,3,2,1,2
27,No,Travel_Rarely,1354,Research & Development,2,Master,Technical Degree,1,1931,Medium,Male,41,High,1,Research Scientist,2,Married,2226,6073,1,Y,No,11,Excellent,High,80,1,6,3,Good,5,3,1,2
34,No,Travel_Frequently,735,Research & Development,22,Master,Other,1,1932,High,Male,86,Medium,2,Research Scientist,4,Married,5747,26496,1,Y,Yes,15,Excellent,Medium,80,0,16,3,Better,15,10,6,11
28,Yes,Travel_Rarely,1475,Sales,13,College,Marketing,1,1933,Very High,Female,84,High,2,Sales Executive,3,Single,9854,23352,3,Y,Yes,11,Excellent,Very High,80,0,6,0,Better,2,0,2,2
47,No,Non-Travel,1169,Research & Development,14,Master,Technical Degree,1,1934,High,Male,64,High,2,Research Scientist,2,Married,5467,2125,8,Y,No,18,Excellent,High,80,1,16,4,Best,8,7,1,7
56,No,Travel_Rarely,1443,Sales,11,Doctor,Marketing,1,1935,Very High,Female,89,Medium,2,Sales Executive,1,Married,5380,20328,4,Y,No,16,Excellent,High,80,1,6,3,Better,0,0,0,0
39,No,Travel_Rarely,867,Research & Development,9,College,Medical,1,1936,Low,Male,87,High,2,Manufacturing Director,1,Married,5151,12315,1,Y,No,25,Outstanding,Very High,80,1,10,3,Better,10,0,7,9
38,No,Travel_Frequently,1394,Research & Development,8,Bachelor,Medical,1,1937,Very High,Female,58,Medium,2,Research Scientist,2,Divorced,2133,18115,1,Y,Yes,16,Excellent,High,80,1,20,3,Better,20,11,0,7
58,No,Travel_Rarely,605,Sales,21,Bachelor,Life Sciences,1,1938,Very High,Female,72,High,4,Manager,4,Married,17875,11761,4,Y,Yes,13,Excellent,High,80,1,29,2,Good,1,0,0,0
32,Yes,Travel_Frequently,238,Research & Development,5,College,Life Sciences,1,1939,Low,Female,47,Very High,1,Research Scientist,3,Single,2432,15318,3,Y,Yes,14,Excellent,Low,80,0,8,2,Better,4,1,0,3
38,No,Travel_Rarely,1206,Research & Development,9,College,Life Sciences,1,1940,Medium,Male,71,High,1,Research Scientist,4,Divorced,4771,14293,2,Y,No,19,Excellent,Very High,80,2,10,0,Best,5,2,0,3
49,No,Travel_Frequently,1064,Research & Development,2,Below College,Life Sciences,1,1941,Medium,Male,42,High,5,Research Director,4,Married,19161,13738,3,Y,No,15,Excellent,Very High,80,0,28,3,Better,5,4,4,3
42,No,Travel_Rarely,419,Sales,12,Master,Marketing,1,1943,Medium,Male,77,High,2,Sales Executive,4,Divorced,5087,2900,3,Y,Yes,12,Excellent,High,80,2,14,4,Better,0,0,0,0
27,Yes,Travel_Frequently,1337,Human Resources,22,Bachelor,Human Resources,1,1944,Low,Female,58,Medium,1,Human Resources,2,Married,2863,19555,1,Y,No,12,Excellent,Low,80,0,1,2,Better,1,0,0,0
35,No,Travel_Rarely,682,Sales,18,Master,Medical,1,1945,Medium,Male,71,High,2,Sales Executive,1,Married,5561,15975,0,Y,No,16,Excellent,Very High,80,1,6,2,Bad,5,3,0,4
28,No,Non-Travel,1103,Research & Development,16,Bachelor,Medical,1,1947,High,Male,49,High,1,Research Scientist,3,Single,2144,2122,1,Y,No,14,Excellent,High,80,0,5,3,Good,5,3,1,4
31,No,Non-Travel,976,Research & Development,3,College,Medical,1,1948,High,Male,48,High,1,Research Scientist,1,Divorced,3065,3995,1,Y,Yes,13,Excellent,Very High,80,1,4,3,Best,4,2,2,3
36,No,Non-Travel,1351,Research & Development,9,Master,Life Sciences,1,1949,Low,Male,66,Very High,1,Laboratory Technician,2,Married,2810,9238,1,Y,No,22,Outstanding,Medium,80,0,5,3,Better,5,4,0,2
34,No,Travel_Rarely,937,Sales,1,Bachelor,Marketing,1,1950,Low,Male,32,High,3,Sales Executive,4,Single,9888,6770,1,Y,No,21,Outstanding,Low,80,0,14,3,Good,14,8,2,1
34,No,Travel_Rarely,1239,Sales,13,Master,Medical,1,1951,Very High,Male,39,High,3,Sales Executive,3,Divorced,8628,22914,1,Y,No,18,Excellent,High,80,1,9,2,Good,8,7,1,1
26,No,Travel_Rarely,157,Research & Development,1,Bachelor,Medical,1,1952,High,Male,95,High,1,Laboratory Technician,1,Single,2867,20006,0,Y,No,13,Excellent,Very High,80,0,8,6,Good,7,7,7,6
29,No,Travel_Rarely,136,Research & Development,1,Bachelor,Life Sciences,1,1954,Low,Male,89,High,2,Healthcare Representative,1,Married,5373,6225,0,Y,No,12,Excellent,Low,80,1,6,5,Good,5,3,0,2
32,No,Non-Travel,1146,Research & Development,15,Master,Medical,1,1955,High,Female,34,High,2,Healthcare Representative,4,Divorced,6667,16542,5,Y,No,18,Excellent,Medium,80,1,9,6,Better,5,1,1,2
31,No,Travel_Frequently,1125,Research & Development,1,Bachelor,Life Sciences,1,1956,Very High,Male,48,Low,2,Research Scientist,1,Married,5003,5771,1,Y,No,21,Outstanding,Medium,80,0,10,6,Better,10,8,8,7
28,Yes,Travel_Rarely,1404,Research & Development,17,Bachelor,Technical Degree,1,1960,High,Male,32,Medium,1,Laboratory Technician,4,Divorced,2367,18779,5,Y,No,12,Excellent,Low,80,1,6,2,Good,4,1,0,3
38,No,Travel_Rarely,1404,Sales,1,Bachelor,Life Sciences,1,1961,Low,Male,59,Medium,1,Sales Representative,1,Single,2858,11473,4,Y,No,14,Excellent,Low,80,0,20,3,Good,1,0,0,0
35,No,Travel_Rarely,1224,Sales,7,Master,Life Sciences,1,1962,High,Female,55,High,2,Sales Executive,4,Married,5204,13586,1,Y,Yes,11,Excellent,Very High,80,0,10,2,Better,10,8,0,9
27,No,Travel_Rarely,954,Sales,9,Bachelor,Marketing,1,1965,Very High,Male,44,High,2,Sales Executive,4,Single,4105,5099,1,Y,No,14,Excellent,Low,80,0,7,5,Better,7,7,0,7
32,No,Travel_Rarely,1373,Research & Development,5,Master,Life Sciences,1,1966,Very High,Male,56,Medium,2,Manufacturing Director,4,Single,9679,10138,8,Y,No,24,Outstanding,Medium,80,0,8,1,Better,1,0,0,0
31,Yes,Travel_Frequently,754,Sales,26,Master,Marketing,1,1967,Low,Male,63,High,2,Sales Executive,4,Married,5617,21075,1,Y,Yes,11,Excellent,High,80,0,10,4,Better,10,7,0,8
53,Yes,Travel_Rarely,1168,Sales,24,Master,Life Sciences,1,1968,Low,Male,66,High,3,Sales Executive,1,Single,10448,5843,6,Y,Yes,13,Excellent,Medium,80,0,15,2,Good,2,2,2,2
54,No,Travel_Rarely,155,Research & Development,9,College,Life Sciences,1,1969,Low,Female,67,High,2,Research Scientist,3,Married,2897,22474,3,Y,No,11,Excellent,High,80,2,9,6,Good,4,3,2,3
